,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
Trường Trung học cơ sở Tân Định,23.283700,25.396401,20.219599,20.269487,23.835155,21.963210,22.718647,24.503847,16.397265,24.726630,0.000000,26.500251,22.447212,15.397309,13.111077,23.838770,19.207987,23.241967,18.972044,26.371982,18.249584,28.435105,23.978813,25.366118,25.062416,22.628220,25.047163,25.083788,26.754116,23.578098,23.872516,26.807197,25.073301,22.604493,24.514186,17.269632,23.791869,23.616316,24.326795,25.638535,18.952552,28.074409,23.805626,24.925341,24.623390,22.610247,28.203321,26.484252,21.970807,22.310858,20.368540,19.647690,23.733140,23.382767,18.787103,23.656419,23.658919,23.480703,22.303353,25.072443,28.882475,23.622036,22.583264,24.420597,21.123494,24.101663,22.775530,31.727788,21.849781,25.683786,27.726402,24.147353,26.808075,27.565689,21.486487,21.470493,31.554517,28.939379,23.495515,23.805387,25.577455,24.574074,24.395322,28.689175,23.961295,28.741206,23.801828,25.376511,24.333252,25.032273,22.989439,24.855262,24.765685,24.510822,24.333743,24.338387,24.193788,24.229728,24.915387,25.467853,23.520731,28.380988,24.200806,23.539382,23.572558,24.317610,24.518280,25.675455,20.399501,22.783809,25.443413,26.228717,25.325159,24.525615,26.992356,24.450248,26.812159,23.235070,23.568223,25.919113,25.803865,25.928702,24.104634,25.137406,24.477566,26.006538
Trường Tiểu học Hoàng Liệt,26.697482,28.404927,25.068338,26.330099,27.553529,24.499646,27.739359,28.612360,23.954598,25.279756,26.117424,0.000000,25.699873,25.605784,26.379455,21.454157,28.278115,24.467894,21.684269,17.672970,28.730131,25.324333,17.047602,25.736613,20.013749,23.909783,22.071083,27.872425,28.629572,24.491801,14.601331,22.031666,22.950630,21.977765,23.618496,27.609490,22.185790,17.968189,21.369248,24.445733,29.027176,24.848914,20.748955,27.579970,21.643279,23.587464,25.557766,23.986608,23.042719,21.580589,28.703326,27.296636,20.473570,22.492198,27.874233,26.064205,21.316913,21.914955,21.372553,21.445170,29.976239,22.541313,28.926200,23.727440,27.389372,22.989160,26.279464,32.265110,24.476176,22.742314,23.681373,24.281641,28.253711,28.982879,28.116919,27.016184,31.852317,27.791823,19.904113,22.439337,29.895457,23.986724,30.090137,27.385796,22.291967,29.693380,28.612403,22.553752,26.271643,24.100873,22.558871,24.133550,28.792486,23.297042,22.484582,23.070954,19.885201,28.383862,26.716475,29.383254,22.686352,26.037885,21.006089,22.437744,24.082660,22.940509,23.326971,29.408025,25.630603,22.045973,24.840375,22.898067,24.080986,23.259838,25.931671,25.240757,24.999755,22.647102,22.494806,29.074104,26.905356,23.709930,25.171645,23.142713,25.506262,23.373930
WinMart+,23.359939,24.123176,21.347309,22.536848,20.164274,19.688400,20.917630,26.682089,18.646917,25.390176,21.827202,25.077055,0.000000,21.147192,21.648966,22.714688,26.652978,19.010911,14.635377,22.233228,24.169845,27.531312,22.623667,24.000295,27.335935,19.194688,25.938357,26.160496,27.728404,21.097336,23.832396,25.800022,25.897674,18.913203,25.407730,23.230759,23.637883,23.669177,20.252815,24.760546,25.434911,27.200164,23.676763,25.919741,23.672858,20.505245,27.419740,27.140740,17.827878,21.613553,25.212204,20.774675,22.752312,20.041310,24.166852,24.430346,20.512719,24.270530,17.851595,24.272287,29.502822,16.974533,22.930962,22.213282,22.999086,19.945486,23.301252,31.458429,18.806358,24.905940,28.122493,20.922575,27.373120,28.193832,23.125186,20.714145,31.313059,28.508522,18.207186,18.985593,25.929321,24.866503,27.681330,28.160271,24.380153,29.243989,24.103300,25.839266,24.963202,25.299769,23.156267,25.174447,24.984567,24.772637,24.763597,20.114626,16.924001,23.002439,25.519888,25.778797,23.730380,28.854275,18.478465,19.338759,23.801802,19.677302,24.744854,25.987956,24.145787,19.760202,25.719466,26.469471,21.006967,20.351420,27.272095,22.691521,27.080782,23.418331,20.120223,26.188141,26.022264,26.166167,24.317736,25.303028,24.685427,26.217432
WinMart+,21.062670,22.587445,18.358846,12.761161,20.384043,19.943691,21.304226,15.560979,20.246314,22.353021,14.383002,24.350495,20.008411,0.000000,15.334208,21.868933,15.044778,20.818122,17.976623,24.498849,17.335081,26.415939,22.562612,22.864927,23.044977,20.627656,22.993900,19.656507,20.645054,21.495095,22.230319,25.072567,21.032868,21.153186,20.296681,21.852700,22.148888,22.031754,22.422724,24.305185,21.013909,25.902530,22.173839,20.040002,23.406169,20.994092,26.144753,22.731743,20.792042,21.070688,23.293003,21.173655,22.629256,21.960128,20.506577,20.342841,22.172029,20.137401,19.015168,23.498661,24.077577,22.350489,24.989791,22.902342,23.074124,25.217322,21.437900,29.144534,20.573063,24.454536,25.229688,25.380765,23.589124,23.626068,23.543575,23.040969,29.151914,27.281618,24.565623,24.635762,26.951030,26.037509,25.947394,27.123547,22.013007,25.089287,25.379895,22.991561,21.523477,26.232978,24.399243,26.223733,25.986918,25.628892,22.193130,25.056831,24.941385,25.503975,22.051940,26.629060,24.546144,25.150390,24.786820,24.410061,24.660867,25.160695,25.344765,26.748407,21.973498,23.328479,26.353777,26.785818,25.970411,25.230265,27.587113,24.913712,27.385775,23.994194,24.229053,26.700618,24.645966,26.534292,23.114785,25.797155,23.490564,26.437550
Cục Dự trữ Nhà nước khu vực Hà Nội,23.760007,26.600904,22.167913,23.449802,23.552254,21.458477,23.190010,27.653131,18.008232,25.820303,16.429781,27.627161,22.003601,16.590788,0.000000,24.574430,27.337677,22.986687,18.308407,27.321172,19.210051,29.632398,24.564036,25.587217,25.174247,22.314990,25.961494,26.689856,28.237111,17.920479,24.474734,27.722756,26.312031,22.453266,25.848790,20.724807,24.329987,24.098139,24.313980,26.246291,24.425857,29.172663,24.343214,26.414584,25.127705,18.256432,29.223905,27.492059,21.744340,22.614448,24.083341,22.287106,24.144479,23.281705,22.729681,24.810781,23.584046,24.651155,24.035983,25.659293,29.891451,23.979518,25.845229,24.420311,23.385099,26.028520,21.969281,33.178962,21.749033,26.240382,28.355837,26.253568,27.685932,28.553824,24.258809,23.495837,32.900020,29.630082,24.994195,25.093326,28.381793,27.104130,28.103908,29.494121,24.593999,29.557122,26.290286,25.174802,25.277709,27.285238,24.633440,27.432407,26.834066,26.550613,24.977485,25.851328,25.697484,26.230818,25.834940,27.921997,25.154098,29.147736,25.494119,25.051212,25.361518,25.964555,26.180474,28.072114,21.921584,23.751708,27.490804,27.918907,26.947258,26.031746,28.969314,25.646545,28.711696,24.573491,24.659319,27.857508,26.144776,27.614568,24.430096,26.602226,24.792501,27.454298
Trường Mầm Non Đại Từ,20.797252,20.199834,20.514570,23.432503,22.481653,19.535652,17.414174,25.568695,21.521346,16.651089,22.087467,19.943709,22.578097,21.607764,22.622639,0.000000,25.793969,21.846982,18.838991,16.511273,24.457685,25.502498,20.722063,23.943366,17.210062,21.499439,21.680880,25.603231,26.597622,22.409044,19.735498,23.700100,24.541138,19.779295,25.158989,24.172470,19.112338,20.771353,19.760109,23.086239,25.644316,25.264909,19.454125,25.462533,21.921889,21.751812,25.722929,25.866250,21.421208,17.605507,25.486232,21.716642,21.003833,21.015889,24.686300,24.429247,20.055276,24.301405,19.559839,17.112983,27.934736,21.261908,23.225887,22.739275,23.246323,22.281674,23.892313,30.427699,23.691371,23.453179,25.115508,23.948370,26.671532,27.160373,25.355384,21.504820,30.390099,19.999183,18.715660,21.708005,25.297370,24.575932,27.241526,27.037995,23.891311,27.974294,24.005027,25.370927,24.842924,23.763217,21.816453,24.760155,24.700254,22.962358,24.274611,22.708171,19.032273,23.208570,26.467229,25.217500,22.213283,28.669138,20.474062,21.924018,23.882551,22.462090,22.922089,25.379831,24.084170,20.993940,24.755623,22.542867,23.835268,22.925907,26.009306,24.546544,24.933711,22.364024,22.115335,25.636620,26.658895,23.496623,24.939625,22.890963,25.280923,23.198777
WinMart+,26.272164,28.469180,23.385046,21.862432,28.742862,25.023340,25.001089,23.925914,25.103567,27.407099,18.548046,28.830550,26.136208,15.965580,26.329502,26.156494,0.000000,26.568594,21.320005,28.397478,29.956130,30.337935,25.944647,28.067597,27.126745,25.498874,27.078045,21.335836,24.216564,26.242264,25.592543,28.650048,22.810509,24.299039,21.790120,28.191922,25.552838,25.327627,26.435569,27.149267,22.688010,29.899665,25.536998,21.721572,26.137524,24.766497,29.888350,25.231850,23.720753,23.853291,29.789081,27.577920,25.213930,25.130646,21.874564,21.401854,25.406695,21.127084,21.828477,26.467299,28.873348,24.954855,30.015208,26.010313,27.585298,24.260587,22.780585,33.171764,23.300951,27.054176,27.348253,28.958253,25.900340,26.778181,28.791439,27.287914,32.865280,30.020108,22.565043,27.259179,31.156048,30.124895,31.667271,29.973154,22.990249,28.658894,29.470354,24.560097,22.774080,29.970143,27.460921,30.245992,29.548589,29.120389,23.388900,27.855108,27.747299,29.049804,23.504083,30.448997,27.672129,28.159007,27.304291,27.296323,27.918430,28.158324,28.341535,30.477845,25.367684,25.538404,29.724756,29.660887,28.831630,28.019032,30.725563,27.271726,30.453880,26.658786,26.591874,29.945351,25.449468,29.444202,23.662985,28.621547,24.072413,29.031793
Cà Phê Parkland,23.245174,24.140793,21.513547,22.582353,20.565646,20.780976,21.355363,25.955128,19.419968,25.263943,21.950980,25.061139,19.573227,21.340319,21.733405,23.069134,26.164618,0.000000,16.226290,22.534500,24.012770,27.256940,22.842959,21.945461,25.937263,13.124314,25.694212,25.828062,27.206619,17.526059,23.898405,25.712430,25.652164,18.698653,25.195124,22.292801,23.769118,23.778726,19.593794,24.766851,24.628086,26.965496,23.796489,25.636308,23.760954,18.221904,27.186531,26.819336,17.838769,21.903690,24.394950,19.940108,22.901190,19.613427,23.445596,24.320182,19.984800,24.171492,16.027400,24.264526,28.892831,17.092902,21.349279,21.431797,21.922806,19.556942,22.656970,30.800967,18.597129,24.901722,27.836426,23.648216,27.072161,27.771270,22.080815,19.541034,30.714893,28.284502,18.156975,18.866293,25.179281,24.024757,26.973792,27.922347,24.308814,28.763767,23.133582,25.656376,24.834148,24.620832,22.408153,24.380905,24.328858,24.079367,24.670857,24.025117,23.861137,22.117611,25.359192,25.120102,23.049257,28.448682,23.916756,23.125541,23.085939,23.961116,24.183202,25.381078,23.560347,22.450631,25.160447,26.080581,25.099080,24.223048,26.912177,24.209657,26.715866,22.850076,23.236498,25.695651,25.928988,25.741954,24.273429,24.867942,24.630441,25.861121
Trường Mầm non Định Công (Cơ sở 3),20.575053,20.880323,19.233363,19.660954,17.914903,16.143381,19.445677,20.970984,17.148908,20.096851,19.273337,21.745587,14.436243,19.255338,19.247547,19.579663,21.915148,15.186623,0.000000,20.195306,20.628754,23.712828,20.681077,17.633486,17.750680,15.033882,21.328837,22.600230,23.085423,16.852309,20.848509,22.770261,22.971317,15.525046,22.552922,20.162025,14.421617,21.125062,14.974104,22.505797,21.811941,23.412867,20.800078,22.620147,21.754658,16.359579,23.771048,23.909158,14.790816,19.861464,21.551302,18.893327,21.142388,16.451111,21.379367,22.236688,16.797564,22.104576,15.419267,21.900551,24.915475,14.804484,17.990165,18.630094,19.093782,16.886583,20.792318,26.317187,16.043411,22.773103,25.465454,18.203372,24.405619,24.552486,19.093717,17.716062,26.527086,25.489259,15.978039,17.126645,20.724718,18.653998,23.425345,25.101003,22.858989,25.441525,19.613660,23.621665,22.858194,17.860764,17.310484,18.918053,20.843702,17.802854,22.999089,18.217412,15.230493,19.406371,23.245924,21.026849,17.875578,25.446206,16.851029,17.435903,17.791210,17.683608,18.156339,19.966757,21.030831,18.217277,21.503637,18.270446,18.999041,18.456067,22.927461,20.895178,20.202367,18.543721,18.602148,22.016436,24.843524,19.250325,23.457786,21.897426,23.791972,19.326082
Highlands Coffee,25.920613,27.078351,24.702866,25.826046,26.726026,21.388517,26.896209,27.693941,21.999828,20.817542,25.651271,15.380652,22.887782,25.300771,25.885362,18.025635,27.580371,22.278867,20.154916,0.000000,27.930451,24.807918,18.487135,23.649020,17.795058,22.007017,13.945881,27.378816,27.970013,22.613689,11.522940,22.268684,22.960685,19.393720,23.559943,27.041576,18.992136,14.074523,19.424501,24.272860,28.333825,24.416567,12.259009,27.141951,21.852926,22.057015,25.031487,23.856819,20.806046,12.389086,28.034886,26.850495,20.821886,20.472484,27.375702,25.829382,19.745656,21.999882,20.233026,21.597550,29.275050,20.601164,23.036386,21.717369,26.987495,21.349589,25.927702,30.378525,22.133792,22.790776,23.624138,22.788871,27.851183,28.469684,27.600665,26.653136,30.275165,27.224789,18.632982,21.074952,24.653333,22.669986,29.327314,26.806825,22.301250,29.138761,23.625017,22.531677,26.040382,22.676379,21.330222,22.820411,24.289341,22.067290,22.476694,21.796476,18.749743,23.054767,26.453993,24.588327,21.411757,25.802488,19.970265,21.147083,22.848618,21.571614,21.971242,23.346615,25.442891,18.849167,23.595465,21.699966,22.727401,22.008184,24.675479,21.908175,23.706346,21.593312,21.508334,22.399620,26.759096,22.539842,25.095162,22.100573,25.424328,22.324586
WinMart+,23.032447,25.158105,20.947610,21.107053,22.429809,21.038201,22.734708,24.278717,18.243049,24.717074,18.915308,26.543481,21.398712,17.985538,14.833009,23.837825,20.337295,22.294389,18.398057,26.423374,0.000000,28.474203,24.027926,25.229807,24.416235,21.874922,25.024564,24.918447,27.916827,25.784130,23.851881,26.856202,24.932956,22.096998,24.439517,19.670839,23.783914,23.610808,23.717555,25.674218,18.995567,28.120578,23.801182,24.796697,24.659184,23.418596,28.247455,26.188893,21.524109,22.349513,24.383469,22.070586,23.769402,22.917348,22.619831,23.683670,23.193490,23.524925,24.139673,25.049207,28.173351,23.646634,26.429772,27.287235,23.427523,26.238908,21.624859,31.699505,21.413543,25.720840,27.397055,26.536316,26.507312,27.116631,24.528986,23.547008,31.517084,28.951308,25.169130,25.241922,29.245366,27.712182,29.371443,28.717681,23.940590,28.176990,26.717787,25.203035,26.672492,27.819893,24.799253,28.029423,27.346756,26.865591,24.290806,25.957406,25.781910,26.654522,24.822373,28.530298,25.261683,27.914272,25.514097,25.084665,25.472336,26.100362,26.331982,28.670507,21.753754,23.676151,27.875969,28.215226,27.150293,26.130682,29.459846,25.661179,29.159362,24.535452,24.740514,28.270291,25.705123,27.880843,24.072111,26.851297,24.434055,27.633891
WinMart+,27.034931,30.367996,25.196467,26.702310,28.547916,24.358252,24.711407,29.795504,25.872242,24.721681,26.628589,25.101442,25.391908,26.067184,26.918434,23.535055,29.149467,26.630955,21.898687,25.242219,29.843416,0.000000,21.823973,27.577373,23.308795,25.872702,25.010576,28.563344,29.413513,26.334003,20.186796,19.543760,21.042504,24.825460,21.849799,28.292922,25.479744,21.352864,23.822016,22.055292,29.877106,21.138403,23.435821,28.235115,18.400810,25.163451,22.604515,21.880725,25.273850,20.266666,29.523969,27.763201,17.088181,24.685755,28.443236,26.387268,23.380470,20.285670,27.273286,19.248187,30.804266,24.615247,29.645747,25.481396,27.771132,24.547583,26.580499,30.640080,26.073299,20.399349,22.152377,28.651071,28.800160,29.726601,28.682242,27.328199,25.348879,26.553765,21.952246,23.928125,30.570127,29.693915,30.995356,23.496571,20.335878,30.480295,29.122281,20.094782,26.565938,29.540706,27.536892,29.769739,29.221645,28.775885,20.462115,24.209212,21.649613,28.769011,27.060641,29.932877,23.980327,24.962579,27.444214,23.778043,27.678867,24.246850,24.537596,29.945010,25.782056,26.929807,29.279256,24.034360,25.092072,24.393313,30.136949,30.201134,29.888542,23.691012,23.540645,29.465741,26.484625,29.000226,24.750750,28.265222,25.094998,24.278506
Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),23.262025,23.673535,22.543227,23.835990,24.375645,23.283620,24.103612,25.509241,23.429819,23.427105,23.654327,17.762331,24.212770,23.468187,23.980028,21.242623,25.687258,23.484713,21.545544,19.648115,25.876931,20.937265,0.000000,24.504011,20.218670,23.145520,19.254495,25.789753,26.280026,23.603985,17.322507,19.059103,21.379182,21.584064,22.016925,25.263432,21.692651,15.362937,21.169638,22.253195,26.622307,20.812040,16.966566,25.682581,19.613367,22.965491,21.865994,22.049998,22.449530,15.929138,26.328912,25.302216,18.708686,22.042701,25.775998,24.678024,21.147614,20.731506,21.183001,19.388406,27.705902,22.068795,26.737174,22.968867,25.582885,22.402350,24.518687,27.432686,23.350550,20.765473,22.287235,23.504228,26.718688,27.189696,26.087933,25.332618,27.714143,25.461611,19.985302,22.039749,27.871261,27.214832,27.752864,24.648286,21.196465,27.911840,26.735614,21.187856,24.998644,23.383907,22.175455,27.289937,27.069177,26.727875,21.326620,22.506117,19.886281,26.700649,25.399140,27.524978,22.229440,24.623893,20.808898,21.995756,23.404641,22.401520,22.733835,27.575769,24.272526,19.314508,27.210086,22.394447,23.350079,22.702601,24.982344,22.111010,24.151697,22.212898,22.122677,27.452526,26.214086,23.107216,24.625511,22.665391,24.953846,22.840412
WinMart+,27.706228,29.733849,22.893355,23.917011,28.769125,23.573321,22.570513,26.691390,21.833787,26.334457,23.037172,25.760363,23.791171,25.075792,25.707995,24.395619,26.713857,22.375020,18.848952,23.562054,25.576403,27.524051,23.716477,0.000000,26.627638,22.723150,26.325616,26.335738,29.867390,24.579520,24.728591,26.179488,26.082267,22.651975,25.694217,22.560240,24.626450,24.480640,24.860450,25.252066,26.616451,27.259055,24.632047,26.132590,24.348466,22.557100,27.423570,27.075186,21.889347,22.828859,26.236944,18.602015,23.558549,23.587123,24.316012,25.082095,23.925921,24.702307,18.879056,24.803869,29.139668,20.168725,25.949885,24.808996,24.340342,26.073593,23.051034,30.586889,21.837875,25.334186,28.183197,26.358734,27.572188,28.286784,25.752568,18.843293,30.523370,28.337197,24.890612,25.015809,29.196086,27.520602,30.110150,28.033094,24.615087,29.153942,26.474868,25.930064,27.670621,27.676762,24.465804,27.903956,27.097319,26.724579,24.965799,25.865685,25.684389,26.369152,25.952265,28.466315,25.076773,28.830626,25.442387,24.943400,25.291029,25.995765,26.233853,28.630787,22.657566,23.566793,27.822695,28.221433,27.110129,26.049241,29.509521,25.615010,29.197795,24.405934,24.548857,28.247604,26.162295,27.867093,24.512701,26.735419,24.859137,27.635084
WinMart+,24.957557,25.560582,24.037735,25.005265,23.974631,24.959525,22.861845,27.360208,23.482346,27.421919,24.320322,19.303610,25.685789,23.757121,23.985388,16.582601,27.305125,24.146261,18.798604,17.307884,25.778283,28.178819,20.008592,25.902569,0.000000,20.046652,19.204742,26.869220,27.896634,24.266115,19.041591,26.691852,26.552547,20.309691,26.217201,24.802811,16.832794,19.877723,22.833460,25.606822,26.176960,27.860719,18.926676,26.660924,24.650815,23.253909,27.998990,24.211471,18.510864,17.826940,26.029334,22.947829,23.808516,23.490085,25.228439,25.358244,22.062653,25.241456,23.529485,17.353164,29.094672,17.028993,26.061713,25.521280,24.374692,24.008876,24.387016,31.330825,19.758681,25.662567,23.911839,25.898963,27.574394,28.199575,24.446820,25.519273,31.202258,19.901669,18.677772,19.496692,26.172513,25.211822,27.640570,28.508183,23.162117,28.961542,24.572233,24.342422,25.670592,23.823864,21.709929,25.470777,25.297808,22.818460,23.460567,20.810219,16.946398,24.816694,26.112106,24.103154,22.433985,28.690628,18.770821,19.890284,22.393396,20.338603,20.884121,26.001683,24.477369,20.193094,23.471044,20.750271,21.912963,21.061986,24.453719,23.619580,23.225161,20.800724,20.639233,25.158346,26.221705,21.841544,24.624834,21.382253,24.960744,21.714551
Trường Mầm non Sao Mai,22.771816,23.456326,21.315010,22.215070,20.386453,20.571023,21.205024,24.772277,19.488722,24.087933,21.633623,24.434180,19.732507,21.186056,21.440561,22.515392,25.247322,17.627947,12.997167,22.248689,23.455405,26.466248,22.561730,20.389849,24.920822,0.000000,24.717364,25.178471,26.264451,17.524378,23.363908,25.132464,25.135585,16.792288,24.710924,22.558130,23.261579,23.340264,16.828875,24.373744,24.408372,26.238144,23.290384,25.048750,23.455551,16.969643,26.481737,26.233452,15.959749,21.723250,24.145380,19.569482,22.677720,17.720971,23.477113,23.985050,18.102560,23.842342,15.507736,23.850099,27.961016,15.746423,19.451946,19.831554,20.465546,17.993641,22.701543,29.661763,17.091205,24.535174,27.329372,19.171592,26.519012,27.059810,20.611911,18.606907,29.666699,27.725007,16.894646,17.902087,22.998601,22.130149,26.220354,27.315170,24.094630,27.999374,21.386588,25.264839,24.500435,22.844171,21.267455,22.443230,22.745964,22.516288,24.428365,22.816801,15.963563,20.849201,24.982850,23.190375,21.819509,27.779254,17.532619,21.986702,21.774464,22.672486,22.881865,23.467112,22.387590,18.857311,23.516995,24.626525,23.754498,23.030961,25.183918,23.221926,25.052751,21.847009,22.397068,24.078433,25.734075,24.323454,24.143913,23.612866,24.489976,24.610584
KFC,24.162346,25.243943,23.205845,24.695575,25.812028,24.614405,21.229335,27.144365,23.992080,26.294870,24.709883,25.939739,26.415962,24.062883,25.168434,19.689994,26.995458,24.726317,21.103034,22.363058,27.280414,30.836160,24.135683,26.377516,17.560968,23.985117,0.000000,26.620933,27.627699,24.738660,18.479018,27.133901,26.826075,19.987347,27.443269,26.506203,19.396401,20.349322,19.898197,25.579967,27.912360,30.096116,17.978450,26.428963,25.344491,23.652640,30.055149,28.797074,21.606892,16.279055,27.747159,26.327698,24.086162,21.170050,26.721123,25.183737,20.157967,22.968346,21.099218,16.410248,28.847309,21.410891,25.022985,22.902969,24.668293,22.490949,25.739192,35.602472,24.146875,25.990108,27.199073,24.121492,30.783846,27.991655,27.275692,22.819617,34.930234,19.754865,18.793363,21.803915,26.734953,23.789472,29.388899,30.140472,25.165938,30.110326,25.450875,27.010888,26.844845,23.872443,21.905292,24.069350,25.920056,23.080647,25.648251,23.032700,19.235785,24.462973,28.228857,26.604339,22.309113,31.023948,20.646038,22.132092,24.052453,22.668329,23.091825,26.758576,24.887364,20.910727,24.948637,22.755774,24.102294,23.085438,26.247269,24.957576,25.219268,22.531707,22.184443,23.381499,27.444485,23.637501,25.531501,22.964273,25.888506,23.381258
Trường Đại học Công nghệ và Quản lý Hữu ,24.980509,26.416012,22.947183,21.921728,26.100013,24.013262,29.330551,22.763620,24.107305,25.794972,23.808443,27.313790,24.697710,18.889853,24.898590,24.978702,20.981894,25.072012,21.469626,27.127334,27.377402,28.748579,25.268002,26.285546,25.784030,24.440717,25.663406,0.000000,19.092014,25.006428,24.630887,27.451017,19.639601,23.598866,18.480784,26.400354,24.612058,24.442187,25.245573,25.365582,24.571757,28.174110,24.598227,11.689128,25.517031,23.989686,28.247357,22.258088,23.343236,23.322532,27.654348,26.253012,24.741727,24.429693,23.697241,17.504768,24.616447,18.771890,21.663649,25.444344,23.070932,24.272687,28.010490,25.099921,26.462211,23.560669,23.591637,30.761279,22.728592,26.322426,25.364652,27.509380,22.771616,22.457763,27.172485,26.140287,30.635584,28.644739,22.216807,26.338747,29.150401,28.353492,29.250303,28.746007,21.740060,25.252387,27.808772,22.901646,19.923517,28.324405,26.558963,28.445545,28.068397,27.673524,21.952232,26.709208,26.629907,27.646990,20.657751,28.667274,26.527633,25.325666,26.312839,26.227838,26.695147,26.949878,27.119560,28.712775,24.830182,24.806484,28.198547,28.278338,27.556001,26.882396,29.111605,26.305091,28.890057,25.714603,25.780153,28.431172,24.624476,28.093419,22.925862,27.415660,23.343539,27.816392
Không có tên,27.106430,28.950518,24.940211,24.555140,29.410564,26.113946,32.474270,27.024158,26.144080,28.042450,26.504834,29.221238,27.213009,20.793988,27.263915,26.906664,25.892102,27.503421,22.607975,28.802396,26.236387,30.465973,26.618856,29.124673,27.705319,26.473516,27.595033,19.993637,0.000000,27.055118,26.222974,30.188403,23.162710,25.057655,21.954877,27.674700,26.223386,26.004143,27.088316,27.325613,27.388775,30.096996,26.199989,20.754691,27.595301,27.068449,30.072478,25.930122,24.526688,24.565801,28.711543,25.533366,26.690168,25.818317,25.459649,20.885117,26.062239,21.141905,26.898191,26.945305,29.487453,25.500912,29.737117,26.560877,26.755385,28.354037,25.686029,32.986089,24.022228,27.806558,24.301605,28.736416,25.866228,26.880044,27.886467,26.527081,32.722354,30.128354,27.256221,27.034687,30.974968,29.913745,30.794972,30.114464,23.094766,29.002582,29.233077,24.820767,22.482291,29.777108,27.189096,30.044774,29.313866,28.916372,23.523896,27.659931,27.550060,28.800796,23.276011,30.270651,27.449573,28.384743,27.125583,27.086711,27.694829,27.959996,28.150114,30.306178,24.713603,25.359503,29.554545,29.515734,28.664920,27.839575,30.602226,27.116146,30.324391,26.458533,26.386281,29.789676,25.422520,29.298666,23.600640,28.450168,24.015217,28.895559
