,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
Trường Trung học cơ sở Tân Định,35.898067,39.780787,31.983671,32.243968,38.236315,35.198366,36.393396,39.533803,26.355032,39.881995,0.000000,42.657264,36.215526,24.808524,21.189422,38.489242,30.993939,37.525611,30.622005,42.576686,29.474989,45.924968,38.734815,41.050607,40.550804,36.579127,40.805268,40.558871,43.281374,38.139648,38.733901,43.367565,40.566853,36.607641,39.670211,27.953314,38.538258,38.237831,39.385879,41.506415,30.686869,45.458707,38.579443,40.362531,39.875911,36.621127,45.681144,42.898120,35.589161,36.143440,33.019443,31.831805,38.450335,37.886019,30.440631,38.330973,38.338583,38.049302,36.144411,40.697022,46.809577,38.287095,36.690605,39.584774,34.240257,39.200008,37.064093,51.508293,35.672963,41.642050,44.955050,39.251049,43.469157,44.698768,34.844320,34.818923,51.304466,46.934421,38.106112,38.609808,41.543260,39.890750,39.657914,46.533997,38.866463,46.619773,38.676676,41.235466,39.472920,40.637128,37.295299,40.443684,40.180361,39.835674,39.480544,39.773773,39.456497,39.316947,40.428005,41.453132,38.208984,46.054382,39.430365,38.351315,38.361457,39.610648,39.893406,41.824074,33.109355,37.016415,41.425263,42.746250,41.307441,39.915295,43.990824,39.885210,43.747772,37.842462,38.263571,42.146558,41.892700,42.182392,39.135121,40.815358,39.741403,42.372154
Trường Tiểu học Hoàng Liệt,41.492532,44.876273,39.840065,42.107063,44.553157,39.575029,44.519705,46.534770,38.810574,41.108595,42.377409,0.000000,41.804351,41.344998,42.986394,34.927602,45.988745,39.838784,35.082981,28.599123,46.741858,40.996716,27.601858,42.001871,32.657115,38.924685,36.270847,45.179484,46.712954,39.918860,23.898082,35.733734,37.227090,35.901325,38.318694,45.059832,36.250273,29.347475,34.887103,39.681729,47.300119,40.467486,33.922889,44.782590,35.144201,38.466920,41.629438,38.989910,37.446987,35.192761,46.941560,44.486927,33.259366,36.626954,45.295993,42.345186,34.746960,35.606511,34.821600,35.116067,48.724235,36.785900,47.411875,38.724703,44.579444,37.723393,43.148386,52.847428,40.322047,36.975935,38.503148,39.822482,45.940773,47.126877,45.936621,44.118315,52.252892,45.395835,32.502150,36.656912,48.993307,39.287828,49.358219,44.548101,36.283513,48.302033,46.912914,36.979827,42.740245,39.478131,36.739400,39.625683,47.070491,38.206816,36.715277,38.049079,32.727392,46.417952,43.479365,48.263982,37.190275,42.378620,34.539771,36.892987,39.552175,37.712443,38.305241,48.347860,41.727400,36.147791,40.818256,37.665096,39.644324,38.207361,42.656800,41.560370,41.173264,37.230290,36.798885,47.719195,43.820756,38.934035,40.998296,37.927286,41.544197,38.440574
WinMart+,36.202446,37.903794,33.858427,35.930578,32.378059,31.577130,33.556481,43.066312,30.004452,40.958199,35.169227,40.404287,0.000000,34.101455,34.979591,36.677963,43.042048,30.711417,23.638209,35.918128,39.064493,44.492727,36.567724,38.820190,44.218379,31.047218,42.237261,42.320845,44.876125,34.145162,38.644648,41.756844,41.918995,30.625695,41.133343,37.619929,38.284750,38.336759,32.804535,40.100378,41.199748,44.060805,38.362228,41.987815,38.350117,33.224513,44.428405,43.976751,28.888134,35.026601,40.865020,33.669365,36.873023,32.482827,39.169669,39.597190,33.251200,39.341071,28.939198,39.364188,47.828690,27.521256,37.222925,36.017530,37.290834,32.411575,37.885915,51.023872,30.677018,40.390041,45.607495,33.977297,44.394843,45.726994,37.510667,33.600162,50.863145,46.245962,29.535742,30.799391,42.073453,40.344381,44.955255,45.684032,39.552796,47.443419,39.127125,41.944813,40.501085,41.053434,37.571749,40.921202,40.542154,40.219377,40.184029,32.838009,27.572030,37.330784,41.413828,41.914976,38.516485,46.827416,30.074941,31.473765,38.692561,32.017341,40.217889,42.286670,39.192544,32.078066,41.828148,43.090604,34.225906,33.084328,44.396464,36.974324,44.135832,38.097027,32.667014,42.534423,42.248074,42.518973,39.481647,41.085208,40.079417,42.665826
WinMart+,32.963985,35.910194,29.321193,20.501669,33.112874,32.356550,34.249018,25.417502,32.937674,36.500931,23.432396,39.432658,32.679323,0.000000,25.087950,35.744290,24.563951,34.030697,29.149761,39.772667,28.313753,42.824631,36.582254,37.461917,37.751033,33.712287,37.942478,31.923106,33.817385,35.171717,36.529985,40.733979,34.194957,34.690308,33.017345,35.804467,36.332815,36.126562,36.751518,39.520651,34.376468,42.348441,36.396551,32.587491,38.062132,34.371796,42.752056,37.093809,33.920921,34.496920,38.245517,34.644363,36.816482,35.901313,33.453941,33.099744,36.283669,32.767571,31.102928,38.632870,39.289941,36.619674,41.125364,37.527305,37.704764,41.548199,35.342853,47.929609,34.032497,39.821861,41.084211,41.794078,38.415534,38.475751,38.618714,37.777199,48.017043,44.741272,40.275133,40.406917,44.347264,42.819895,42.736419,44.257827,35.972823,40.877264,41.782470,37.851440,35.071200,43.145239,39.895963,43.234233,42.656273,42.203042,36.386263,41.496565,41.219223,41.878419,35.946217,43.920357,40.404104,41.000458,40.924838,40.301996,40.668903,41.533528,41.790546,44.157726,35.879038,38.408159,43.484653,44.243393,42.933285,41.616035,45.569149,41.193451,45.291790,39.609287,39.799375,44.005754,40.208062,43.753124,37.711091,42.452394,38.324892,43.660260
Cục Dự trữ Nhà nước khu vực Hà Nội,36.972742,41.907251,35.236650,37.454143,37.855558,34.467064,37.245477,44.661565,29.010948,41.669511,26.500527,44.553301,35.529479,26.773807,0.000000,39.714499,44.183358,37.163680,29.590141,44.166728,31.070565,47.916992,39.727303,41.414306,40.749451,36.117541,42.275567,43.200265,45.727719,29.020883,39.681348,44.890827,42.610605,36.378734,41.867555,33.580048,39.427239,39.052463,39.403295,42.525523,39.584848,47.278847,39.462138,42.807598,40.724062,29.594715,47.373316,44.565358,35.249413,36.665150,39.053521,36.136342,39.144467,37.750771,36.855136,40.229072,38.245769,39.972951,38.980520,41.623349,48.477218,38.894364,41.939692,39.611689,37.930875,42.282379,35.708166,53.833437,35.465780,42.567878,46.000683,42.618540,44.916200,46.325216,39.363197,38.125409,53.419899,48.081487,40.559119,40.721191,46.063893,43.989773,45.622644,47.861937,39.911650,47.964927,42.674276,40.864242,41.022565,44.289222,39.979993,44.572139,43.556303,43.101517,40.542771,42.185771,41.847161,42.582167,41.935515,45.378800,40.838925,47.315108,41.474194,40.751689,41.208270,42.227223,42.530328,45.655633,35.590163,38.567497,44.686611,45.427578,43.882374,42.296786,47.135286,41.768025,46.769857,39.955158,40.045041,45.243043,42.454664,44.850033,39.671087,43.203710,40.260324,44.654489
Trường Mầm Non Đại Từ,32.413373,31.900651,32.636783,37.452717,36.199976,31.403457,27.983998,41.365709,34.687041,26.916358,35.642394,32.176936,36.488153,34.884990,36.616686,0.000000,41.704882,35.334618,30.459303,26.701665,39.572411,41.253506,33.525457,38.785029,27.870660,34.809234,35.361138,41.455646,43.087052,36.301729,32.046463,38.389940,39.755946,32.056754,40.763448,39.178644,30.981608,33.671614,32.033076,37.416850,41.571972,40.957892,31.545792,41.276755,35.538727,35.270981,41.709864,41.941644,34.735245,28.551924,41.339674,35.220910,34.061820,34.085865,40.038278,39.620831,32.531677,39.415993,31.729413,27.784537,45.315491,34.495214,37.743932,36.894453,37.715477,36.248715,38.891009,49.405960,38.691273,38.056844,40.755127,38.933596,43.282461,44.076623,41.153759,34.904157,49.417116,32.462102,30.378980,35.237102,41.091112,39.897355,44.287661,43.888322,38.781940,45.408721,39.007981,41.227192,40.328132,38.582906,35.417740,40.289691,40.103868,37.318387,39.412864,37.112561,31.039689,37.686728,42.974096,41.044452,36.082534,46.551590,33.357372,35.718106,38.863279,36.586074,37.293036,41.339507,39.113287,34.104156,40.301414,36.735942,38.874089,37.307010,42.384006,40.038222,40.678552,36.418637,35.925869,41.679861,43.304093,38.218896,40.512220,37.188929,41.067287,37.791074
WinMart+,41.004351,45.070329,37.232607,34.965446,46.368540,40.297170,40.196831,38.778254,40.508973,44.382067,29.959590,46.536630,42.311691,25.787811,42.691015,42.361717,0.000000,43.022042,34.486190,45.944022,48.489628,49.096292,41.992404,45.542965,44.004978,41.302246,44.242704,34.561006,39.271753,42.529475,41.629070,46.428007,36.968130,39.443269,35.320213,45.717641,41.483976,41.099836,42.876436,44.020641,36.794912,48.491587,41.474103,35.227103,42.390489,40.175812,48.483827,40.929490,38.479437,38.699672,48.388383,44.744782,40.905511,40.775625,35.491803,34.724261,41.228032,34.280436,35.422933,43.043853,46.856006,40.501986,48.858930,42.217863,44.772186,39.534653,37.144292,53.952076,38.119599,43.917697,44.395918,47.158188,42.047864,43.473755,46.749284,44.308091,53.532506,48.747154,36.641728,44.265344,50.692676,48.986050,51.570252,48.672450,37.334349,46.538687,47.970207,39.977382,36.984854,48.735204,44.599516,49.300497,47.995541,47.407103,37.990579,45.603817,45.331551,47.191785,38.178959,49.644658,45.026624,45.742765,44.562676,44.547816,45.509474,45.944007,46.190377,49.730220,41.216174,41.558455,48.475794,48.420660,47.106152,45.675189,50.158187,44.562523,49.773233,43.489560,43.218487,48.771008,41.359295,47.977907,38.456869,46.544778,39.122841,47.377366
Cà Phê Parkland,36.326688,38.231055,34.275303,36.135636,33.168799,33.453542,34.346413,42.050603,31.322663,40.891502,35.445225,40.458970,31.668912,34.473804,35.218054,37.338276,42.326788,0.000000,26.248457,36.460448,38.871114,44.112538,36.973997,35.584842,42.046098,21.258732,41.953884,41.838141,44.092715,28.403450,38.845404,41.667038,41.572955,30.329808,40.838568,36.146427,38.558915,38.561958,31.775706,40.156123,39.939633,43.731109,38.617443,41.573885,38.534279,29.557832,44.098887,43.502506,28.936375,35.534887,39.595299,32.350771,37.151464,31.821949,38.038765,39.457092,32.428029,39.218133,26.007617,39.430486,46.884862,27.740309,34.725124,34.784153,35.579446,31.844544,36.913506,50.055764,30.400294,40.420304,45.184760,38.479662,43.946547,45.082222,35.850068,31.726612,49.989165,45.924816,29.481208,30.633721,40.934518,39.034350,43.890645,45.337794,39.471760,46.704473,37.624306,41.727023,40.326223,40.002942,36.389404,39.707254,39.512850,39.167436,40.068369,39.300715,38.949852,35.926111,41.187491,40.921583,37.472433,46.207664,39.000714,37.708803,37.599713,39.062037,39.379068,41.378000,38.274394,36.501779,40.996383,42.538688,40.971892,39.452337,43.894243,39.524118,43.625249,37.243039,37.759082,41.812158,42.131744,41.907636,39.442479,40.413496,40.023144,42.165215
Trường Mầm non Định Công (Cơ sở 3),32.417090,33.372758,30.809000,31.655465,29.158183,26.226971,31.316421,34.294572,27.918852,32.839859,31.413197,35.223011,23.585413,31.162907,31.497321,32.004782,35.779860,24.822841,0.000000,32.776679,33.684520,38.459494,33.546007,28.882700,29.068572,24.560181,35.190870,36.696101,37.797053,27.560766,34.244710,36.992033,37.323242,25.446146,36.663685,33.014021,23.642467,34.617394,24.526482,36.588796,35.656702,38.250262,34.117564,36.784390,35.377692,26.763984,38.840600,38.984146,24.110874,32.491315,35.358062,30.887897,34.396137,26.872457,34.847943,36.179286,27.465233,35.966350,25.199453,35.975891,40.621108,24.234799,29.581643,30.499586,31.172108,27.799425,34.250355,43.241282,26.519251,37.078562,41.462297,29.948667,39.739388,39.978614,31.290038,29.019040,43.654150,41.761603,26.170469,28.063315,34.069579,30.647671,38.545921,40.916154,37.317508,41.442804,32.258224,38.850746,37.238210,29.346145,28.275831,31.159406,34.178833,29.286549,37.668513,30.142525,25.146638,31.832559,37.883161,34.645735,29.393479,41.472202,27.794701,28.758682,29.309945,29.161363,29.906660,32.928597,34.302252,29.960937,35.444813,30.147126,31.376491,30.410040,37.832768,34.513441,33.377117,30.579114,30.522366,36.245857,40.517773,31.707664,38.258736,35.994638,38.804460,31.881694
Highlands Coffee,40.850858,43.282555,39.556066,41.561511,43.477801,34.727757,43.323250,45.259802,35.790075,33.992294,41.774767,24.890302,37.361497,40.946432,42.322606,29.437754,44.986624,36.380399,32.670475,0.000000,45.561285,40.230951,29.983814,38.696702,29.111305,35.913704,22.986334,44.447865,45.745209,36.942557,18.906565,36.170247,37.296608,31.751858,38.277074,44.228862,31.100037,23.037374,31.779118,39.452394,46.263735,39.842615,20.084366,44.126497,35.528572,36.041747,40.850618,38.851052,33.874548,20.242463,45.939359,43.842277,33.864846,33.399475,44.565397,42.012005,32.245034,35.785125,33.024762,35.433917,47.667545,33.681023,37.831530,35.508229,44.002054,35.101911,42.655205,49.850057,36.539842,37.094294,38.450853,37.444398,45.333798,46.340717,45.171772,43.600722,49.757243,44.546201,30.478561,34.487057,40.474267,37.196285,48.193401,43.650547,36.357659,47.447083,38.803642,37.008316,42.405740,37.208277,34.794349,37.536220,39.774649,36.252476,36.762458,36.015732,30.915098,37.765007,43.093363,40.458483,35.159688,42.035264,32.894493,34.831923,37.589759,35.523786,36.140289,38.449152,41.460577,30.956898,38.838572,35.756040,37.481378,36.211970,40.660043,36.135833,39.111089,35.557682,35.240612,36.824327,43.621943,37.073169,40.910477,36.276812,41.447787,36.775930
WinMart+,36.137724,40.020482,33.439897,33.831615,36.286180,33.963822,36.606586,39.445602,29.500706,40.113681,30.613817,42.895440,34.710609,29.081768,24.097132,38.678016,32.955449,36.165045,29.787856,42.789946,0.000000,46.121278,38.924072,41.006737,39.673146,35.466523,40.963184,40.397604,45.343142,41.829328,38.861408,43.555670,40.439601,35.923659,39.645389,31.946540,38.670318,38.370801,38.524467,41.660381,30.832033,45.643068,38.711715,40.243651,40.021861,38.019569,45.857413,42.513138,34.941346,36.287715,39.663309,35.836011,38.588328,37.211364,36.726311,38.452096,37.663630,38.196198,39.200936,40.793563,45.750389,38.405875,43.081921,44.321529,38.049198,42.817939,35.309225,51.626731,35.083156,41.779616,44.503030,43.272591,43.060072,44.050486,39.855203,38.259431,51.405093,47.042913,40.897242,41.016597,47.645714,45.120707,47.894372,46.661940,38.901526,45.783380,43.545891,41.076846,43.341521,45.295919,40.301227,45.747173,44.447549,43.792290,39.480261,42.555190,42.176821,43.328113,40.343791,46.576434,41.156098,45.371504,41.695185,40.991628,41.575304,42.641334,42.970016,46.841754,35.364987,38.576053,45.518981,46.120342,44.417128,42.651088,48.154151,41.985645,47.719878,40.076929,40.234521,46.100558,41.798960,45.487572,39.144354,43.719426,39.733432,45.153479
WinMart+,42.795953,48.745715,40.488682,43.117274,46.603775,39.682844,39.840322,48.859245,42.227167,40.501723,43.507695,40.748587,41.586587,42.243100,44.158296,38.562347,47.701999,43.631336,35.575350,41.055264,48.843128,0.000000,35.426762,45.275308,38.258783,42.361449,41.367770,46.460514,48.267567,43.163909,33.235843,31.798570,34.261161,40.783101,35.595691,46.432714,41.866665,35.070471,39.107150,35.911757,48.949653,34.610810,38.529175,45.952037,29.947352,41.258476,37.015912,35.754098,41.288776,33.228098,48.549224,45.489706,27.822990,40.412365,46.462519,42.967227,38.313524,33.033583,44.670600,31.691518,50.331027,40.385034,48.860193,41.809394,45.438374,40.505881,43.887929,50.460322,43.202025,33.241542,36.098113,47.246794,46.934023,48.443689,47.108743,44.863984,41.811784,43.603329,36.036256,39.296240,50.370215,48.897629,51.120444,38.384717,33.271903,49.693037,48.007526,33.126439,43.315451,48.648159,45.079914,49.147202,48.025317,47.447297,33.588996,40.152477,35.829679,47.297669,44.138289,49.435374,39.522836,40.719448,45.373791,39.311487,45.705690,40.078417,40.512012,49.500478,42.145105,44.392542,48.374725,39.751452,41.537241,40.287026,49.846667,50.002932,49.497444,39.159187,38.714100,48.623120,43.233277,47.878797,40.403910,46.569431,40.966540,40.145877
Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),36.897913,38.072986,36.282444,38.547567,39.855482,37.989817,38.911822,41.894908,38.297368,38.438656,38.704984,28.874163,39.714468,38.082218,39.397088,34.857999,42.098187,38.533841,35.049871,32.001379,42.414049,34.030804,0.000000,40.289986,33.236478,37.952171,31.896991,42.007867,43.190401,38.746995,28.563873,31.053985,34.859128,35.512265,35.919727,41.523984,35.698657,25.271145,34.806100,36.286632,43.683291,34.128044,27.936831,41.846538,31.937096,37.712170,35.860928,36.084812,36.729913,26.156662,43.362919,41.521071,30.477684,36.140585,42.169148,40.205482,34.707770,33.777622,34.748491,31.972537,45.337203,36.263307,44.136238,37.745452,41.922266,37.025025,40.548415,45.249827,38.753395,33.857144,36.338145,38.821082,43.566256,44.334042,42.914604,41.652716,45.785858,41.875308,32.858662,36.251783,45.996329,44.886436,45.845787,40.328154,34.733724,45.531871,44.143553,34.984226,40.783593,38.570326,36.359355,45.125715,44.558243,44.141114,35.063403,37.388847,32.964929,43.967099,41.452828,45.532089,36.695995,40.190872,34.459325,36.423870,38.710226,37.088313,37.594724,45.658120,39.739633,31.890477,45.029204,37.099605,38.716861,37.555754,41.388521,36.668494,40.062572,36.776053,36.440805,45.374845,42.820911,38.211796,40.224420,37.403734,40.761379,37.829704
WinMart+,43.584190,47.310566,36.603950,38.387123,46.496804,38.019781,36.368230,43.309629,35.290815,42.675027,37.270972,41.650650,38.528688,40.560981,41.692270,39.530288,43.282677,36.264414,30.525424,38.166284,41.459257,44.589931,38.425212,0.000000,43.195215,36.851592,43.010456,42.699754,48.463974,39.880432,40.206981,42.460528,42.306439,36.770168,41.682901,36.619472,39.980427,39.742892,40.358823,40.975183,43.205337,44.248024,39.998780,42.410294,39.515978,36.623501,44.522187,43.952803,35.534839,37.068286,42.612969,30.205269,38.244100,38.299855,39.480177,40.720477,38.854293,40.105817,30.658859,40.302694,47.318620,32.758033,42.203631,40.296633,39.530894,42.451222,37.551768,49.698802,35.696502,41.146315,45.774189,42.882127,44.783684,45.944985,41.840969,30.614937,49.666697,46.041784,40.441698,40.646332,47.451980,44.724089,48.981107,45.542720,39.992066,47.362553,43.045675,42.159162,44.954736,44.981157,39.752965,45.431310,44.036062,43.455367,40.570949,42.301652,41.914050,42.857145,42.170378,46.356737,40.763096,46.849273,41.474342,40.658763,41.175404,42.363294,42.701217,46.657984,36.823990,38.312855,45.315662,46.012199,44.237486,42.408105,48.110410,41.801386,47.658466,39.760990,39.910511,45.942282,42.526624,45.345186,39.845810,43.469380,40.409403,45.036103
WinMart+,39.289063,40.708535,38.448655,40.146200,38.771893,40.269220,36.846137,44.420020,37.962303,44.460791,39.353464,31.216385,41.615987,38.434288,38.918074,26.874032,44.246939,39.140485,30.448230,28.039538,41.791902,45.656771,32.421973,42.037651,0.000000,32.514827,31.392553,43.570080,45.271349,39.376433,30.974960,43.296662,43.074276,32.971633,42.536140,40.263930,27.330508,32.273708,37.072037,41.555253,42.496307,45.229293,30.737145,43.272136,40.010714,37.758521,45.460803,39.307775,30.053154,28.949163,42.279666,37.265301,38.653507,38.145779,40.965363,41.172560,35.831648,40.984841,38.214334,28.208710,47.249774,27.660907,42.404264,41.457246,39.590188,39.107124,39.746164,50.929972,32.313074,41.683574,38.840426,42.153007,44.791488,45.807625,39.723132,41.465278,50.794084,32.338867,30.350002,31.681616,42.556576,40.975800,44.983828,46.318880,37.634920,47.054345,39.969882,39.595436,41.709354,38.722892,35.278402,41.488458,41.115501,37.120360,38.128447,34.049794,27.667417,40.337834,42.434186,39.269227,36.474094,46.626288,30.612855,32.436853,36.474445,33.159483,34.008865,42.393031,39.785671,32.831497,38.245542,33.846922,35.773650,34.304627,39.886350,38.563177,37.927473,33.903338,33.558040,40.936670,42.627854,35.556858,40.032478,34.769395,40.578990,35.404120
Trường Mầm non Sao Mai,35.897757,37.466247,34.107929,35.678775,33.056590,33.276076,34.187480,40.326156,31.568126,39.160221,35.068119,39.528302,32.056698,34.288506,34.883705,36.584007,40.967242,28.634153,21.061098,36.059862,38.054663,42.900702,36.574852,33.182094,40.543138,0.000000,40.519099,40.847795,42.709078,28.461680,38.113566,40.787399,40.795658,27.330573,40.112331,36.675664,37.863002,37.972581,27.364575,39.574978,39.645723,42.617161,37.921524,40.676860,38.090548,27.568669,43.019357,42.612221,25.924441,35.294097,39.316045,31.795342,36.836323,28.791737,38.140682,38.962384,29.414633,38.732129,25.198471,38.879291,45.431292,25.590197,31.739459,32.230915,33.257431,29.392716,37.105251,48.354351,28.032265,39.873837,44.415393,31.293401,43.100548,43.979951,33.509857,30.249807,48.433404,45.075657,27.467352,29.106031,37.503101,36.064770,42.796024,44.405402,39.171957,45.516380,34.888610,41.215004,39.830794,37.227497,34.579240,36.663826,36.991072,36.735621,39.724577,37.443862,26.139947,33.914429,40.623313,37.893408,35.579159,45.172713,28.678326,35.962269,35.571650,37.074911,37.373202,38.375399,36.412569,30.751006,38.435558,40.290995,38.897629,37.624873,41.202180,38.029656,41.037179,35.717318,36.441832,39.298587,41.864786,39.717963,39.278618,38.478651,39.842050,40.248878
KFC,38.088501,40.143637,37.142067,39.668887,41.653224,39.720572,34.225342,43.941096,38.793268,42.574975,39.988611,41.952556,42.790492,38.932568,40.798108,31.911964,43.747260,40.082726,34.182272,36.230576,44.228387,49.964068,39.110775,42.795187,28.491501,38.903129,0.000000,43.164776,44.832201,40.140419,30.006224,44.010064,43.514355,32.445825,44.521590,43.025517,31.490428,33.036702,32.303635,41.508094,45.309470,48.853828,29.194897,42.891934,41.133053,38.402445,48.794890,46.748427,35.076570,26.433145,45.066322,42.750056,39.100866,34.375173,43.385322,40.885672,32.735339,37.290733,34.264276,26.660346,46.843813,34.775391,40.659014,37.200310,40.063139,36.551113,41.833621,57.847013,39.264664,42.209039,44.173097,39.200058,49.996817,45.462571,44.312491,37.072704,56.768967,32.094907,30.532700,35.424857,43.446269,38.657954,47.764339,48.962565,40.883826,48.912489,41.363127,43.898831,43.609658,38.795346,35.589666,39.124410,42.119129,37.513315,41.676225,37.463864,31.275938,39.754009,45.863913,43.248197,36.259639,50.406767,33.566031,35.982078,39.100132,36.853431,37.538322,43.503784,40.440804,33.989068,40.559806,36.998310,39.190870,37.530029,42.675612,40.582459,41.008991,36.632837,36.057621,38.009858,44.599878,38.427686,41.491668,37.328768,42.072370,38.016033
Trường Đại học Công nghệ và Quản lý Hữu ,39.690947,42.524381,36.926151,35.430660,42.641175,39.138427,47.334168,37.339771,39.347911,42.260723,38.893557,44.323781,40.438921,30.610966,40.831360,40.910096,34.318534,41.055182,34.852950,44.088903,44.777320,46.671235,41.023703,43.126177,42.292076,39.985653,42.423537,0.000000,31.303975,40.951911,40.520247,44.629871,31.944228,38.732692,30.075655,43.284998,40.402029,40.104810,41.402137,41.265810,40.214658,46.080608,40.398035,19.020545,41.521720,39.290702,46.204341,36.328675,38.090293,38.194702,45.424232,42.965020,40.275029,39.945752,38.662848,28.496516,40.290818,30.560770,35.439896,41.845083,37.648714,39.774655,46.111706,41.132806,43.242182,38.832366,38.907927,50.598206,37.618366,42.879514,41.319293,45.309226,37.097498,36.586176,44.572241,42.858777,50.469967,46.976026,36.423094,43.198704,47.969752,46.630160,48.181079,46.896437,35.521114,41.154342,45.782915,37.704501,32.472621,46.583609,43.419504,46.900449,46.067533,45.569290,35.985691,44.243991,44.015537,45.390525,33.680583,47.282533,43.661676,41.294290,43.446010,43.304323,44.021971,44.486846,44.714077,47.399721,40.530694,40.835405,46.525611,46.707416,45.554590,44.336449,48.084898,43.493243,47.778845,42.444922,42.335832,46.849262,40.177622,46.315979,37.407017,45.104680,38.089108,45.931543
Không có tên,42.785999,46.244868,39.948985,39.469275,47.651116,42.203511,52.380405,43.947112,42.301346,45.537111,42.918556,47.283907,44.153819,33.659799,44.300925,43.660667,41.982409,44.613316,36.637158,46.685011,42.557639,49.386292,43.153623,47.328927,45.007343,42.960611,45.170878,32.435006,0.000000,43.923266,42.712548,48.989301,37.591108,40.719413,35.635702,44.946976,42.616252,42.240337,44.000182,44.362198,44.482631,48.880217,42.589724,33.699057,44.807104,43.970599,48.847185,42.114423,39.835399,39.908333,46.674535,41.480260,43.347607,41.942616,41.355991,33.921826,42.343287,34.340320,43.701592,43.852677,47.904736,41.437663,48.441544,43.162077,43.472538,46.239851,41.913608,53.683169,39.334711,45.181799,39.487210,46.826405,42.031331,43.679216,45.328959,43.118653,53.331151,48.974546,44.305498,43.946666,50.423416,48.665477,50.175952,48.945636,37.538639,47.136990,47.606253,40.420190,36.541498,48.440749,44.197530,48.996200,47.660078,47.094566,38.245201,45.312668,45.033289,46.830984,37.838259,49.375133,44.679829,46.145074,44.290755,44.224977,45.162241,45.639103,45.894868,49.469623,40.183955,41.278980,48.215274,48.202141,46.852692,45.396999,49.974778,44.325324,49.580621,43.176369,42.918958,48.529344,41.343812,47.752732,38.381543,46.280735,39.056084,47.168259
