instance,customer_id,x,y,distance_m,takeoff_s,horizontal_s,landing_s,total_one_way_s,total_one_way_min
20.10.4.txt,19,7029.108505146416,7901.7104453577485,10575.698290864646,3.2051282051282053,337.8817345324168,6.410256410256411,347.4971191478014,5.791618652463357
20.20.1.txt,4,-15686.90438088214,15138.72051381421,21800.454762465815,3.2051282051282053,696.5001521554574,6.410256410256411,706.115536770842,11.768592279514033
20.20.2.txt,6,-12312.133486939158,-15221.753184386454,19577.803784045536,3.2051282051282053,625.4889387873973,6.410256410256411,635.1043234027819,10.585072056713033
20.20.3.txt,3,15693.214826388526,10044.568072912069,18632.507597168587,3.2051282051282053,595.2877826571433,6.410256410256411,604.903167272528,10.081719454542133
20.20.4.txt,17,-13138.608119915796,-14732.618550159485,19740.1386183892,3.2051282051282053,630.6753552201022,6.410256410256411,640.2907398354869,10.671512330591447
50.10.1.txt,37,7859.555911638481,-7427.684934725389,10814.024348859119,3.2051282051282053,345.4959855865533,6.410256410256411,355.1113702019379,5.9185228366989655
50.10.2.txt,40,-7925.6576382979965,6810.353095017551,10449.7348424889,3.2051282051282053,333.857343210508,6.410256410256411,343.47272782589266,5.724545463764878
50.10.3.txt,48,7932.232536383252,-6422.417011962572,10206.26049475533,3.2051282051282053,326.07861005608083,6.410256410256411,335.6939946714655,5.594899911191091
50.10.4.txt,7,6192.628288696619,7470.309336710921,9703.306998550339,3.2051282051282053,310.0098082603942,6.410256410256411,319.62519287577885,5.327086547929648
50.20.1.txt,21,15863.247357331024,14405.690660756536,21428.171646999606,3.2051282051282053,684.6061229073357,6.410256410256411,694.2215075227203,11.570358458712006
50.20.2.txt,37,15609.928686647338,-11937.225166814487,19651.137836915314,3.2051282051282053,627.8318797736522,6.410256410256411,637.4472643890368,10.624121073150613
50.20.3.txt,13,-13560.407282930748,15470.287403738845,20572.17630765501,3.2051282051282053,657.2580289985625,6.410256410256411,666.8734136139472,11.114556893565785
50.20.4.txt,14,-15143.22786910204,12526.62332256732,19652.82784133205,3.2051282051282053,627.8858735249856,6.410256410256411,637.5012581403703,10.62502096900617
50.30.1.txt,16,22414.350232468336,23908.343767346236,32772.12226941302,3.2051282051282053,1047.032660364633,6.410256410256411,1056.6480449800176,17.61080074966696
50.30.2.txt,10,22672.269447533377,-23044.79414415755,32327.918879014673,3.2051282051282053,1032.8408587544623,6.410256410256411,1042.4562433698468,17.37427072283078
50.30.3.txt,13,20796.01944127512,22056.378363068354,30314.324190005005,3.2051282051282053,968.5087600640577,6.410256410256411,978.1241446794423,16.302069077990705
50.30.4.txt,19,-23937.485810612325,-23654.92570439629,33653.51002516342,3.2051282051282053,1075.192013583496,6.410256410256411,1084.8073981988805,18.080123303314675
50.40.1.txt,41,-31823.84939461897,-28023.90568012908,42403.970095501216,3.2051282051282053,1354.7594279712848,6.410256410256411,1364.3748125866693,22.739580209777824
50.40.2.txt,39,28958.995315859287,-30353.651573584775,41951.96745749293,3.2051282051282053,1340.3184491211798,6.410256410256411,1349.9338337365643,22.498897228942738
50.40.3.txt,37,-28131.305871604676,-29361.898980967224,40663.14648192272,3.2051282051282053,1299.1420601253265,6.410256410256411,1308.757444740711,21.81262407901185
50.40.4.txt,35,-30894.56258096368,27724.39086324531,41510.43056638995,3.2051282051282053,1326.2118391817876,6.410256410256411,1335.827223797172,22.263787063286202
100.10.1.txt,80,-7764.564196288784,8005.050473885743,11152.098020002695,3.2051282051282053,356.2970613419391,6.410256410256411,365.91244595732377,6.098540765955396
100.10.2.txt,66,-7462.843001992685,-7554.380262971799,10618.977673484818,3.2051282051282053,339.26446241165553,6.410256410256411,348.87984702704017,5.814664117117336
100.10.3.txt,97,-7493.429753286598,7474.539791077747,10583.961193988072,3.2051282051282053,338.1457250475422,6.410256410256411,347.76110966292686,5.796018494382114
100.10.4.txt,15,-7230.110446853199,7727.436864857937,10582.427773155896,3.2051282051282053,338.09673396664203,6.410256410256411,347.7121185820267,5.795201976367111
100.20.1.txt,37,-15157.487179822718,14500.496097017209,20976.506016639218,3.2051282051282053,670.1759110747354,6.410256410256411,679.79129569012,11.329854928168666
100.20.2.txt,29,15254.68533636344,14341.305949867765,20937.489846186774,3.2051282051282053,668.9293880570855,6.410256410256411,678.5447726724701,11.309079544541168
100.20.3.txt,64,-16088.270474476829,-15087.11527247351,22055.690741956518,3.2051282051282053,704.6546562925405,6.410256410256411,714.2700409079251,11.904500681798753
100.20.4.txt,87,14650.093952286014,-15285.089306720987,21172.13281474598,3.2051282051282053,676.4259685222357,6.410256410256411,686.0413531376204,11.434022552293673
100.30.1.txt,38,21464.51790293161,23263.451142931663,31653.020201630687,3.2051282051282053,1011.2786006910762,6.410256410256411,1020.8939853064609,17.01489975510768
100.30.2.txt,46,-23181.84933323854,22928.400802451768,32605.363084419765,3.2051282051282053,1041.7048908760307,6.410256410256411,1051.3202754914153,17.522004591523586
100.30.3.txt,89,-22926.70450265583,-22110.131860917085,31851.08648475339,3.2051282051282053,1017.6065969569772,6.410256410256411,1027.2219815723618,17.120366359539364
100.30.4.txt,84,-21533.19655506185,-22628.56324887871,31236.684020353885,3.2051282051282053,997.9771252509228,6.410256410256411,1007.5925098663074,16.79320849777179
100.40.1.txt,8,28283.632508061397,-31968.739576951033,42684.472328822136,3.2051282051282053,1363.7211606652438,6.410256410256411,1373.3365452806283,22.888942421343806
100.40.2.txt,32,-31151.32751928724,-31191.812500665957,44083.26636367368,3.2051282051282053,1408.4110659320665,6.410256410256411,1418.026450547451,23.63377417579085
100.40.3.txt,11,30932.77575297175,-31377.61301790895,44061.22120964518,3.2051282051282053,1407.7067479119864,6.410256410256411,1417.322132527371,23.62203554212285
100.40.4.txt,46,30351.703681687857,31210.570395730196,43535.337609898175,3.2051282051282053,1390.9053549488235,6.410256410256411,1400.520739564208,23.342012326070133
200.10.1.txt,26,7818.488654618535,-7998.990907932638,11185.375290422211,3.2051282051282053,357.3602329208374,6.410256410256411,366.97561753622205,6.1162602922703675
200.10.2.txt,57,-7145.666091474263,7884.868013889674,10641.037895210484,3.2051282051282053,339.96926182781095,6.410256410256411,349.5846464431956,5.82641077405326
200.10.3.txt,120,7794.957659358542,7797.386886329941,11025.452696660692,3.2051282051282053,352.25088487733836,6.410256410256411,361.866269492723,6.031104491545383
200.10.4.txt,144,-7893.847119677764,-7995.085098859034,11235.399774233345,3.2051282051282053,358.9584592406819,6.410256410256411,368.57384385606656,6.142897397601109
200.20.1.txt,141,16000.815809802443,-15409.37689747728,22214.297264323497,3.2051282051282053,709.7219573266293,6.410256410256411,719.337341942014,11.988955699033566
200.20.2.txt,65,14643.736460471122,-15517.759413091651,21336.35101713332,3.2051282051282053,681.6725564579335,6.410256410256411,691.2879410733182,11.521465684555302
200.20.3.txt,40,-15665.888895278733,15640.67823691633,22137.093092589315,3.2051282051282053,707.2553703702656,6.410256410256411,716.8707549856503,11.947845916427504
200.20.4.txt,4,15897.891218779694,-15515.114908792704,22213.99864583579,3.2051282051282053,709.7124167998654,6.410256410256411,719.3278014152501,11.988796690254167
200.30.1.txt,5,23368.35634923176,-21592.036606702568,31816.60137868066,3.2051282051282053,1016.5048363795738,6.410256410256411,1026.1202209949583,17.102003683249304
200.30.2.txt,159,21248.95802435603,-22860.6126772304,31210.98891575196,3.2051282051282053,997.1561953914364,6.410256410256411,1006.7715800068211,16.779526333447016
200.30.3.txt,129,-23450.6428214733,-24135.84097874897,33652.21342633758,3.2051282051282053,1075.1505887008811,6.410256410256411,1084.7659733162657,18.079432888604426
200.30.4.txt,152,-22616.81687670444,23941.74152452505,32935.199906202935,3.2051282051282053,1052.2428085048862,6.410256410256411,1061.8581931202707,17.69763655200451
200.40.1.txt,171,32005.223770304663,-29477.78369631654,43511.76944499154,3.2051282051282053,1390.1523784342346,6.410256410256411,1399.7677630496191,23.32946271749365
200.40.2.txt,182,-32072.24370280729,29655.275086895264,43681.393711873396,3.2051282051282053,1395.571684085412,6.410256410256411,1405.1870687007965,23.41978447834661
200.40.3.txt,15,-32156.44128649044,-30634.22245829143,44412.74931633477,3.2051282051282053,1418.9376778381716,6.410256410256411,1428.553062453556,23.809217707559267
200.40.4.txt,91,-30774.742736708864,-30910.873460112864,43618.423728714966,3.2051282051282053,1393.5598635372194,6.410256410256411,1403.175248152604,23.386254135876733
